LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ
E01000878,Camden 004A,E02000169,Camden 004,E09000007,Camden,E12000007,London,"1624","1246","378",84.5000,"550",2.3000
E01000879,Camden 004B,E02000169,Camden 004,E09000007,Camden,E12000007,London,"1458","1305","153",82.2000,"602",2.2000
E01000880,Camden 004C,E02000169,Camden 004,E09000007,Camden,E12000007,London,"1602","1558","44",78.6000,"621",2.5000
E01000881,Camden 008A,E02000173,Camden 008,E09000007,Camden,E12000007,London,"1510","1451","59",102.2000,"632",2.3000
E01000882,Camden 008B,E02000173,Camden 008,E09000007,Camden,E12000007,London,"1513","1512","1",124.1000,"728",2.1000
E01000883,Camden 008C,E02000173,Camden 008,E09000007,Camden,E12000007,London,"1326","1319","7",94.4000,"638",2.1000
E01000884,Camden 004D,E02000169,Camden 004,E09000007,Camden,E12000007,London,"1469","1462","7",59.9000,"577",2.5000
E01000885,Camden 004E,E02000169,Camden 004,E09000007,Camden,E12000007,London,"1484","1410","74",48.8000,"592",2.4000
E01000886,Camden 006A,E02000171,Camden 006,E09000007,Camden,E12000007,London,"1445","1445","0",140.2000,"606",2.4000
E01000887,Camden 006B,E02000171,Camden 006,E09000007,Camden,E12000007,London,"1486","1478","8",148.7000,"690",2.1000
E01000888,Camden 006C,E02000171,Camden 006,E09000007,Camden,E12000007,London,"1605","1605","0",170.4000,"697",2.3000
E01000889,Camden 007A,E02000172,Camden 007,E09000007,Camden,E12000007,London,"1670","1670","0",142.4000,"657",2.5000
E01000890,Camden 007B,E02000172,Camden 007,E09000007,Camden,E12000007,London,"1640","1625","15",214.9000,"767",2.1000
E01000891,Camden 007C,E02000172,Camden 007,E09000007,Camden,E12000007,London,"1575","1534","41",203.0000,"672",2.3000
E01000892,Camden 006D,E02000171,Camden 006,E09000007,Camden,E12000007,London,"1843","1843","0",150.7000,"823",2.2000
E01000893,Camden 002A,E02000167,Camden 002,E09000007,Camden,E12000007,London,"1566","1566","0",29.7000,"715",2.2000
E01000894,Camden 002B,E02000167,Camden 002,E09000007,Camden,E12000007,London,"1389","1376","13",62.7000,"619",2.2000
E01000895,Camden 002C,E02000167,Camden 002,E09000007,Camden,E12000007,London,"1630","1629","1",166.2000,"841",1.9000
E01000896,Camden 002D,E02000167,Camden 002,E09000007,Camden,E12000007,London,"1692","1692","0",112.0000,"756",2.2000
E01000897,Camden 008D,E02000173,Camden 008,E09000007,Camden,E12000007,London,"1597","1595","2",80.7000,"721",2.2000
E01000898,Camden 008E,E02000173,Camden 008,E09000007,Camden,E12000007,London,"1729","1688","41",101.4000,"850",2.0000
E01000899,Camden 002E,E02000167,Camden 002,E09000007,Camden,E12000007,London,"1667","1606","61",15.4000,"698",2.3000
E01000900,Camden 012A,E02000177,Camden 012,E09000007,Camden,E12000007,London,"1801","1795","6",181.2000,"757",2.4000
E01000901,Camden 007D,E02000172,Camden 007,E09000007,Camden,E12000007,London,"1977","1821","156",186.5000,"703",2.6000
E01000902,Camden 012B,E02000177,Camden 012,E09000007,Camden,E12000007,London,"1451","1451","0",172.5000,"590",2.5000
E01000903,Camden 006E,E02000171,Camden 006,E09000007,Camden,E12000007,London,"1439","1418","21",141.2000,"686",2.1000
E01000904,Camden 012C,E02000177,Camden 012,E09000007,Camden,E12000007,London,"2120","2120","0",182.0000,"918",2.3000
E01000905,Camden 012D,E02000177,Camden 012,E09000007,Camden,E12000007,London,"2044","1965","79",237.7000,"812",2.4000
E01000906,Camden 012E,E02000177,Camden 012,E09000007,Camden,E12000007,London,"1532","1532","0",111.3000,"788",1.9000
E01000907,Camden 001A,E02000166,Camden 001,E09000007,Camden,E12000007,London,"1430","1430","0",133.4000,"627",2.3000
E01000908,Camden 001B,E02000166,Camden 001,E09000007,Camden,E12000007,London,"1581","1581","0",90.3000,"827",1.9000
E01000909,Camden 001C,E02000166,Camden 001,E09000007,Camden,E12000007,London,"1614","1614","0",70.6000,"661",2.4000
E01000910,Camden 003A,E02000168,Camden 003,E09000007,Camden,E12000007,London,"1472","1472","0",113.1000,"588",2.5000
E01000911,Camden 003B,E02000168,Camden 003,E09000007,Camden,E12000007,London,"1559","1549","10",177.0000,"663",2.3000
E01000912,Camden 001D,E02000166,Camden 001,E09000007,Camden,E12000007,London,"1589","1589","0",17.7000,"700",2.3000
E01000913,Camden 001E,E02000166,Camden 001,E09000007,Camden,E12000007,London,"1710","1702","8",10.6000,"722",2.4000
E01000914,Camden 028B,E02000193,Camden 028,E09000007,Camden,E12000007,London,"1762","1753","9",39.4000,"970",1.8000
E01000915,Camden 027A,E02000192,Camden 027,E09000007,Camden,E12000007,London,"1527","1527","0",206.1000,"635",2.4000
E01000916,Camden 027B,E02000192,Camden 027,E09000007,Camden,E12000007,London,"1796","1718","78",121.9000,"881",2.0000
E01000917,Camden 027C,E02000192,Camden 027,E09000007,Camden,E12000007,London,"1888","1855","33",249.7000,"913",2.0000
E01000918,Camden 028C,E02000193,Camden 028,E09000007,Camden,E12000007,London,"2090","1885","205",124.3000,"935",2.0000
E01000919,Camden 028D,E02000193,Camden 028,E09000007,Camden,E12000007,London,"2014","1658","356",131.8000,"834",2.0000
E01000920,Camden 027D,E02000192,Camden 027,E09000007,Camden,E12000007,London,"1946","1921","25",143.7000,"946",2.0000
E01000921,Camden 003C,E02000168,Camden 003,E09000007,Camden,E12000007,London,"1966","1963","3",158.0000,"946",2.1000
E01000922,Camden 007E,E02000172,Camden 007,E09000007,Camden,E12000007,London,"1547","1537","10",81.0000,"653",2.4000
E01000923,Camden 003D,E02000168,Camden 003,E09000007,Camden,E12000007,London,"1494","1436","58",174.9000,"656",2.2000
E01000924,Camden 009C,E02000174,Camden 009,E09000007,Camden,E12000007,London,"1637","1637","0",166.5000,"795",2.1000
E01000925,Camden 009D,E02000174,Camden 009,E09000007,Camden,E12000007,London,"1563","1552","11",188.8000,"629",2.5000
E01000926,Camden 009E,E02000174,Camden 009,E09000007,Camden,E12000007,London,"1791","1791","0",193.8000,"698",2.6000
E01000927,Camden 007F,E02000172,Camden 007,E09000007,Camden,E12000007,London,"1738","1732","6",172.8000,"734",2.4000
E01000928,Camden 003E,E02000168,Camden 003,E09000007,Camden,E12000007,London,"1681","1620","61",66.6000,"682",2.4000
E01000929,Camden 020A,E02000185,Camden 020,E09000007,Camden,E12000007,London,"1675","1675","0",171.3000,"685",2.4000
E01000930,Camden 020B,E02000185,Camden 020,E09000007,Camden,E12000007,London,"1910","1910","0",164.4000,"1076",1.8000
E01000931,Camden 013C,E02000178,Camden 013,E09000007,Camden,E12000007,London,"1910","1902","8",129.8000,"873",2.2000
E01000932,Camden 013D,E02000178,Camden 013,E09000007,Camden,E12000007,London,"1838","1825","13",278.1000,"947",1.9000
E01000933,Camden 020C,E02000185,Camden 020,E09000007,Camden,E12000007,London,"1671","1671","0",153.3000,"821",2.0000
E01000934,Camden 020D,E02000185,Camden 020,E09000007,Camden,E12000007,London,"1619","1542","77",185.9000,"732",2.1000
E01000935,Camden 020E,E02000185,Camden 020,E09000007,Camden,E12000007,London,"1415","1415","0",227.9000,"624",2.3000
E01000936,Camden 024A,E02000189,Camden 024,E09000007,Camden,E12000007,London,"1839","1360","479",207.1000,"536",2.5000
E01000937,Camden 025B,E02000190,Camden 025,E09000007,Camden,E12000007,London,"1504","943","561",119.8000,"502",1.9000
E01000938,Camden 024B,E02000189,Camden 024,E09000007,Camden,E12000007,London,"1752","1726","26",214.7000,"737",2.3000
E01000939,Camden 024C,E02000189,Camden 024,E09000007,Camden,E12000007,London,"1223","1197","26",155.6000,"446",2.7000
E01000940,Camden 024D,E02000189,Camden 024,E09000007,Camden,E12000007,London,"1130","1124","6",232.0000,"534",2.1000
E01000941,Camden 025C,E02000190,Camden 025,E09000007,Camden,E12000007,London,"1230","1203","27",283.4000,"557",2.2000
E01000942,Camden 025D,E02000190,Camden 025,E09000007,Camden,E12000007,London,"2111","1181","930",289.2000,"686",1.7000
E01000943,Camden 025E,E02000190,Camden 025,E09000007,Camden,E12000007,London,"1054","991","63",150.6000,"596",1.7000
E01000944,Camden 023A,E02000188,Camden 023,E09000007,Camden,E12000007,London,"1899","1899","0",325.2000,"667",2.8000
E01000945,Camden 023B,E02000188,Camden 023,E09000007,Camden,E12000007,London,"1821","1493","328",67.1000,"611",2.4000
E01000946,Camden 021B,E02000186,Camden 021,E09000007,Camden,E12000007,London,"1516","1475","41",31.0000,"715",2.1000
E01000947,Camden 021C,E02000186,Camden 021,E09000007,Camden,E12000007,London,"1954","1925","29",125.3000,"871",2.2000
E01000948,Camden 021D,E02000186,Camden 021,E09000007,Camden,E12000007,London,"1736","1708","28",88.3000,"846",2.0000
E01000949,Camden 023C,E02000188,Camden 023,E09000007,Camden,E12000007,London,"1633","1578","55",262.5000,"739",2.1000
E01000950,Camden 023D,E02000188,Camden 023,E09000007,Camden,E12000007,London,"1431","1431","0",210.8000,"550",2.6000
E01000951,Camden 023E,E02000188,Camden 023,E09000007,Camden,E12000007,London,"1538","1538","0",319.1000,"603",2.6000
E01000952,Camden 022A,E02000187,Camden 022,E09000007,Camden,E12000007,London,"1729","1728","1",198.7000,"675",2.6000
E01000953,Camden 022B,E02000187,Camden 022,E09000007,Camden,E12000007,London,"1643","1643","0",27.2000,"708",2.3000
E01000954,Camden 022C,E02000187,Camden 022,E09000007,Camden,E12000007,London,"1656","1656","0",298.4000,"642",2.6000
E01000955,Camden 022D,E02000187,Camden 022,E09000007,Camden,E12000007,London,"1595","1505","90",249.6000,"657",2.3000
E01000956,Camden 022E,E02000187,Camden 022,E09000007,Camden,E12000007,London,"1532","1532","0",96.5000,"608",2.5000
E01000957,Camden 019C,E02000184,Camden 019,E09000007,Camden,E12000007,London,"1729","1729","0",148.2000,"765",2.3000
E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden,E12000007,London,"2264","2108","156",93.5000,"835",2.5000
E01000959,Camden 019E,E02000184,Camden 019,E09000007,Camden,E12000007,London,"1670","1670","0",228.1000,"698",2.4000
E01000960,Camden 017A,E02000182,Camden 017,E09000007,Camden,E12000007,London,"1774","1774","0",156.2000,"841",2.1000
E01000961,Camden 017B,E02000182,Camden 017,E09000007,Camden,E12000007,London,"1591","1591","0",133.2000,"652",2.4000
E01000962,Camden 016A,E02000181,Camden 016,E09000007,Camden,E12000007,London,"1592","1592","0",167.1000,"745",2.1000
E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden,E12000007,London,"1923","1864","59",99.8000,"851",2.2000
E01000964,Camden 016B,E02000181,Camden 016,E09000007,Camden,E12000007,London,"1577","1577","0",125.0000,"713",2.2000
E01000965,Camden 016C,E02000181,Camden 016,E09000007,Camden,E12000007,London,"1522","1522","0",141.6000,"764",2.0000
E01000966,Camden 016D,E02000181,Camden 016,E09000007,Camden,E12000007,London,"1512","1508","4",116.0000,"675",2.2000
E01000967,Camden 017D,E02000182,Camden 017,E09000007,Camden,E12000007,London,"1409","1409","0",37.9000,"619",2.3000
E01000968,Camden 016E,E02000181,Camden 016,E09000007,Camden,E12000007,London,"1505","1504","1",184.7000,"760",2.0000
E01000969,Camden 010A,E02000175,Camden 010,E09000007,Camden,E12000007,London,"2032","2032","0",121.8000,"954",2.1000
E01000970,Camden 010B,E02000175,Camden 010,E09000007,Camden,E12000007,London,"1444","1444","0",209.3000,"831",1.7000
E01000971,Camden 010C,E02000175,Camden 010,E09000007,Camden,E12000007,London,"1478","1478","0",184.1000,"649",2.3000
E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden,E12000007,London,"2009","2009","0",143.5000,"949",2.1000
E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden,E12000007,London,"1885","1883","2",80.0000,"894",2.1000
E01000974,Camden 013E,E02000178,Camden 013,E09000007,Camden,E12000007,London,"1707","1702","5",148.7000,"821",2.1000
E01000975,Croydon 022A,E02000215,Croydon 022,E09000008,Croydon,E12000007,London,"1613","1607","6",85.2000,"710",2.3000
E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon,E12000007,London,"1867","1867","0",114.1000,"824",2.3000
E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon,E12000007,London,"1731","1677","54",100.0000,"918",1.8000
E01000978,Croydon 022D,E02000215,Croydon 022,E09000008,Croydon,E12000007,London,"1775","1775","0",113.0000,"927",1.9000
E01000979,Croydon 022E,E02000215,Croydon 022,E09000008,Croydon,E12000007,London,"1703","1703","0",130.0000,"790",2.2000
E01000980,Croydon 017A,E02000210,Croydon 017,E09000008,Croydon,E12000007,London,"1407","1407","0",97.2000,"566",2.5000
E01000981,Croydon 017B,E02000210,Croydon 017,E09000008,Croydon,E12000007,London,"1642","1642","0",96.0000,"647",2.5000
E01000982,Croydon 017C,E02000210,Croydon 017,E09000008,Croydon,E12000007,London,"1604","1599","5",117.2000,"684",2.3000
E01000983,Croydon 017D,E02000210,Croydon 017,E09000008,Croydon,E12000007,London,"1712","1712","0",109.7000,"665",2.6000
E01000984,Croydon 022F,E02000215,Croydon 022,E09000008,Croydon,E12000007,London,"1829","1785","44",106.1000,"822",2.2000
E01000985,Croydon 021A,E02000214,Croydon 021,E09000008,Croydon,E12000007,London,"1447","1447","0",38.0000,"515",2.8000
E01000986,Croydon 021B,E02000214,Croydon 021,E09000008,Croydon,E12000007,London,"1738","1721","17",53.4000,"677",2.5000
E01000987,Croydon 021C,E02000214,Croydon 021,E09000008,Croydon,E12000007,London,"1431","1431","0",89.2000,"513",2.8000
E01000989,Croydon 018A,E02000211,Croydon 018,E09000008,Croydon,E12000007,London,"1707","1707","0",65.6000,"628",2.7000
E01000990,Croydon 045A,E02006788,Croydon 045,E09000008,Croydon,E12000007,London,"1420","1420","0",84.5000,"538",2.6000
E01000991,Croydon 018B,E02000211,Croydon 018,E09000008,Croydon,E12000007,London,"1649","1649","0",36.9000,"662",2.5000
E01000992,Croydon 014A,E02000207,Croydon 014,E09000008,Croydon,E12000007,London,"1978","1973","5",39.9000,"723",2.7000
E01000993,Croydon 021D,E02000214,Croydon 021,E09000008,Croydon,E12000007,London,"1620","1620","0",98.6000,"616",2.6000
E01000994,Croydon 009A,E02000202,Croydon 009,E09000008,Croydon,E12000007,London,"1592","1592","0",90.7000,"536",3.0000
E01000995,Croydon 009B,E02000202,Croydon 009,E09000008,Croydon,E12000007,London,"1631","1631","0",113.7000,"597",2.7000
E01000996,Croydon 009C,E02000202,Croydon 009,E09000008,Croydon,E12000007,London,"1254","1254","0",119.2000,"443",2.8000
E01000997,Croydon 009D,E02000202,Croydon 009,E09000008,Croydon,E12000007,London,"1396","1351","45",131.2000,"471",2.9000
E01000998,Croydon 010A,E02000203,Croydon 010,E09000008,Croydon,E12000007,London,"1551","1551","0",111.7000,"629",2.5000
E01000999,Croydon 009E,E02000202,Croydon 009,E09000008,Croydon,E12000007,London,"1332","1332","0",136.6000,"436",3.1000
E01001000,Croydon 010B,E02000203,Croydon 010,E09000008,Croydon,E12000007,London,"1267","1251","16",91.3000,"454",2.8000
E01001001,Croydon 013A,E02000206,Croydon 013,E09000008,Croydon,E12000007,London,"1195","1184","11",98.4000,"493",2.4000
E01001002,Croydon 009F,E02000202,Croydon 009,E09000008,Croydon,E12000007,London,"1343","1343","0",125.5000,"498",2.7000
E01001003,Croydon 010C,E02000203,Croydon 010,E09000008,Croydon,E12000007,London,"1511","1497","14",96.8000,"608",2.5000
E01001004,Croydon 015A,E02000208,Croydon 015,E09000008,Croydon,E12000007,London,"2129","2125","4",136.7000,"787",2.7000
E01001005,Croydon 019A,E02000212,Croydon 019,E09000008,Croydon,E12000007,London,"1687","1687","0",184.2000,"536",3.1000
E01001006,Croydon 016A,E02000209,Croydon 016,E09000008,Croydon,E12000007,London,"1558","1558","0",53.3000,"616",2.5000
E01001007,Croydon 016B,E02000209,Croydon 016,E09000008,Croydon,E12000007,London,"1968","1968","0",131.6000,"605",3.3000
E01001008,Croydon 019B,E02000212,Croydon 019,E09000008,Croydon,E12000007,London,"1608","1608","0",87.4000,"538",3.0000
E01001009,Croydon 019C,E02000212,Croydon 019,E09000008,Croydon,E12000007,London,"1846","1846","0",160.9000,"609",3.0000
E01001010,Croydon 019D,E02000212,Croydon 019,E09000008,Croydon,E12000007,London,"1514","1514","0",20.8000,"539",2.8000
E01001011,Croydon 019E,E02000212,Croydon 019,E09000008,Croydon,E12000007,London,"1868","1867","1",152.7000,"755",2.5000
E01001012,Croydon 020A,E02000213,Croydon 020,E09000008,Croydon,E12000007,London,"1922","1895","27",134.7000,"746",2.5000
E01001013,Croydon 020B,E02000213,Croydon 020,E09000008,Croydon,E12000007,London,"2018","2010","8",101.5000,"899",2.2000
E01001014,Croydon 024A,E02000217,Croydon 024,E09000008,Croydon,E12000007,London,"2663","2663","0",41.5000,"1186",2.2000
E01001015,Croydon 041A,E02000234,Croydon 041,E09000008,Croydon,E12000007,London,"1440","1440","0",35.9000,"515",2.8000
E01001016,Croydon 041B,E02000234,Croydon 041,E09000008,Croydon,E12000007,London,"1705","1705","0",16.3000,"665",2.6000
E01001017,Croydon 043A,E02000236,Croydon 043,E09000008,Croydon,E12000007,London,"1624","1611","13",12.1000,"642",2.5000
E01001018,Croydon 044A,E02000237,Croydon 044,E09000008,Croydon,E12000007,London,"1556","1556","0",16.4000,"639",2.4000
E01001019,Croydon 044B,E02000237,Croydon 044,E09000008,Croydon,E12000007,London,"1511","1511","0",25.3000,"593",2.5000
E01001020,Croydon 044C,E02000237,Croydon 044,E09000008,Croydon,E12000007,London,"1630","1615","15",45.3000,"657",2.5000
E01001021,Croydon 044D,E02000237,Croydon 044,E09000008,Croydon,E12000007,London,"1332","1332","0",6.5000,"590",2.3000
E01001022,Croydon 044E,E02000237,Croydon 044,E09000008,Croydon,E12000007,London,"1446","1441","5",14.5000,"611",2.4000
E01001023,Croydon 041C,E02000234,Croydon 041,E09000008,Croydon,E12000007,London,"1314","1282","32",23.0000,"575",2.2000
E01001024,Croydon 043B,E02000236,Croydon 043,E09000008,Croydon,E12000007,London,"1428","1428","0",51.2000,"532",2.7000
E01001025,Croydon 043C,E02000236,Croydon 043,E09000008,Croydon,E12000007,London,"1296","1296","0",56.8000,"489",2.7000
E01001026,Croydon 043D,E02000236,Croydon 043,E09000008,Croydon,E12000007,London,"1729","1729","0",62.4000,"641",2.7000
E01001027,Croydon 043E,E02000236,Croydon 043,E09000008,Croydon,E12000007,London,"1582","1567","15",10.9000,"534",2.9000
E01001028,Croydon 038A,E02000231,Croydon 038,E09000008,Croydon,E12000007,London,"1630","1586","44",18.7000,"528",3.0000
E01001029,Croydon 038B,E02000231,Croydon 038,E09000008,Croydon,E12000007,London,"1593","1472","121",31.9000,"541",2.7000
E01001030,Croydon 038C,E02000231,Croydon 038,E09000008,Croydon,E12000007,London,"1411","1392","19",33.7000,"462",3.0000
E01001031,Croydon 038D,E02000231,Croydon 038,E09000008,Croydon,E12000007,London,"1466","1466","0",36.5000,"491",3.0000
E01001032,Croydon 035A,E02000228,Croydon 035,E09000008,Croydon,E12000007,London,"1396","1365","31",21.6000,"520",2.6000
E01001033,Croydon 031A,E02000224,Croydon 031,E09000008,Croydon,E12000007,London,"1616","1616","0",54.2000,"694",2.3000
E01001034,Croydon 031B,E02000224,Croydon 031,E09000008,Croydon,E12000007,London,"1516","1498","18",50.7000,"660",2.3000
E01001035,Croydon 027A,E02000220,Croydon 027,E09000008,Croydon,E12000007,London,"1760","1647","113",80.6000,"834",2.0000
E01001036,Croydon 029A,E02000222,Croydon 029,E09000008,Croydon,E12000007,London,"1521","1459","62",18.0000,"628",2.3000
E01001037,Croydon 029B,E02000222,Croydon 029,E09000008,Croydon,E12000007,London,"1396","1396","0",89.2000,"624",2.2000
E01001038,Croydon 029C,E02000222,Croydon 029,E09000008,Croydon,E12000007,London,"1792","1778","14",88.5000,"941",1.9000
E01001039,Croydon 029D,E02000222,Croydon 029,E09000008,Croydon,E12000007,London,"1474","1465","9",31.9000,"583",2.5000
E01001040,Croydon 029E,E02000222,Croydon 029,E09000008,Croydon,E12000007,London,"1708","1708","0",87.9000,"763",2.2000
E01001041,Croydon 031C,E02000224,Croydon 031,E09000008,Croydon,E12000007,London,"1611","1605","6",80.6000,"752",2.1000
E01001042,Croydon 024B,E02000217,Croydon 024,E09000008,Croydon,E12000007,London,"1818","1818","0",87.2000,"836",2.2000
E01001043,Croydon 027B,E02000220,Croydon 027,E09000008,Croydon,E12000007,London,"2578","2559","19",75.4000,"1202",2.1000
E01001044,Croydon 023A,E02000216,Croydon 023,E09000008,Croydon,E12000007,London,"1922","1880","42",42.9000,"871",2.2000
E01001045,Croydon 027C,E02000220,Croydon 027,E09000008,Croydon,E12000007,London,"1820","1692","128",36.7000,"953",1.8000
E01001046,Croydon 023B,E02000216,Croydon 023,E09000008,Croydon,E12000007,London,"1751","1751","0",89.3000,"850",2.1000
E01001047,Croydon 027D,E02000220,Croydon 027,E09000008,Croydon,E12000007,London,"1673","1665","8",91.9000,"869",1.9000
E01001048,Croydon 020C,E02000213,Croydon 020,E09000008,Croydon,E12000007,London,"1942","1936","6",55.6000,"949",2.0000
E01001049,Croydon 023C,E02000216,Croydon 023,E09000008,Croydon,E12000007,London,"1419","1393","26",10.2000,"505",2.8000
E01001050,Croydon 023D,E02000216,Croydon 023,E09000008,Croydon,E12000007,London,"1646","1598","48",106.3000,"802",2.0000
E01001051,Croydon 030A,E02000223,Croydon 030,E09000008,Croydon,E12000007,London,"1549","1549","0",60.6000,"581",2.7000
E01001052,Croydon 030B,E02000223,Croydon 030,E09000008,Croydon,E12000007,London,"1447","1447","0",89.5000,"470",3.1000
E01001053,Croydon 032A,E02000225,Croydon 032,E09000008,Croydon,E12000007,London,"1513","1512","1",65.5000,"527",2.9000
E01001054,Croydon 030C,E02000223,Croydon 030,E09000008,Croydon,E12000007,London,"1710","1710","0",68.0000,"594",2.9000
E01001055,Croydon 032B,E02000225,Croydon 032,E09000008,Croydon,E12000007,London,"1595","1595","0",54.7000,"585",2.7000
E01001056,Croydon 030D,E02000223,Croydon 030,E09000008,Croydon,E12000007,London,"1851","1851","0",119.5000,"593",3.1000
E01001057,Croydon 030E,E02000223,Croydon 030,E09000008,Croydon,E12000007,London,"1814","1814","0",131.5000,"637",2.8000
E01001058,Croydon 034A,E02000227,Croydon 034,E09000008,Croydon,E12000007,London,"1326","1326","0",67.4000,"521",2.5000
E01001059,Croydon 034B,E02000227,Croydon 034,E09000008,Croydon,E12000007,London,"1396","1396","0",75.7000,"692",2.0000
E01001060,Croydon 034C,E02000227,Croydon 034,E09000008,Croydon,E12000007,London,"1581","1581","0",10.4000,"657",2.4000
E01001061,Croydon 034D,E02000227,Croydon 034,E09000008,Croydon,E12000007,London,"1533","1533","0",33.8000,"642",2.4000
E01001062,Croydon 026A,E02000219,Croydon 026,E09000008,Croydon,E12000007,London,"1567","1531","36",12.6000,"571",2.7000
E01001063,Croydon 026B,E02000219,Croydon 026,E09000008,Croydon,E12000007,London,"1539","1539","0",48.3000,"587",2.6000
E01001064,Croydon 026C,E02000219,Croydon 026,E09000008,Croydon,E12000007,London,"1568","1568","0",4.5000,"613",2.6000
E01001065,Croydon 034E,E02000227,Croydon 034,E09000008,Croydon,E12000007,London,"1334","1334","0",11.3000,"672",2.0000
E01001066,Croydon 034F,E02000227,Croydon 034,E09000008,Croydon,E12000007,London,"1369","1369","0",83.9000,"493",2.8000
E01001067,Croydon 041D,E02000234,Croydon 041,E09000008,Croydon,E12000007,London,"1631","1631","0",23.8000,"578",2.8000
E01001068,Croydon 042A,E02000235,Croydon 042,E09000008,Croydon,E12000007,London,"1924","1924","0",25.0000,"784",2.5000
E01001069,Croydon 040A,E02000233,Croydon 040,E09000008,Croydon,E12000007,London,"1385","1306","79",34.7000,"500",2.6000
E01001070,Croydon 040B,E02000233,Croydon 040,E09000008,Croydon,E12000007,London,"1726","1693","33",32.7000,"659",2.6000
E01001071,Croydon 042B,E02000235,Croydon 042,E09000008,Croydon,E12000007,London,"1891","1891","0",25.3000,"735",2.6000
E01001072,Croydon 042C,E02000235,Croydon 042,E09000008,Croydon,E12000007,London,"1488","1420","68",6.9000,"533",2.7000
E01001073,Croydon 037A,E02000230,Croydon 037,E09000008,Croydon,E12000007,London,"1441","1422","19",47.0000,"618",2.3000
E01001074,Croydon 041E,E02000234,Croydon 041,E09000008,Croydon,E12000007,London,"1933","1922","11",47.7000,"828",2.3000
E01001075,Croydon 040C,E02000233,Croydon 040,E09000008,Croydon,E12000007,London,"1547","1501","46",34.6000,"646",2.3000
E01001076,Croydon 036A,E02000229,Croydon 036,E09000008,Croydon,E12000007,London,"1606","1606","0",46.8000,"581",2.8000
E01001077,Croydon 032C,E02000225,Croydon 032,E09000008,Croydon,E12000007,London,"1396","1396","0",76.7000,"523",2.7000
E01001078,Croydon 032D,E02000225,Croydon 032,E09000008,Croydon,E12000007,London,"1404","1404","0",37.5000,"513",2.7000
E01001079,Croydon 036B,E02000229,Croydon 036,E09000008,Croydon,E12000007,London,"1681","1681","0",55.5000,"639",2.6000
E01001080,Croydon 036C,E02000229,Croydon 036,E09000008,Croydon,E12000007,London,"1678","1619","59",76.8000,"687",2.4000
E01001081,Croydon 036D,E02000229,Croydon 036,E09000008,Croydon,E12000007,London,"1409","1409","0",30.9000,"506",2.8000
E01001082,Croydon 032E,E02000225,Croydon 032,E09000008,Croydon,E12000007,London,"1627","1627","0",29.4000,"560",2.9000
E01001083,Croydon 003A,E02000196,Croydon 003,E09000008,Croydon,E12000007,London,"1609","1609","0",49.9000,"536",3.0000
E01001084,Croydon 002A,E02000195,Croydon 002,E09000008,Croydon,E12000007,London,"1828","1794","34",30.6000,"665",2.7000
E01001085,Croydon 004A,E02000197,Croydon 004,E09000008,Croydon,E12000007,London,"1606","1606","0",88.3000,"612",2.6000
E01001086,Croydon 003B,E02000196,Croydon 003,E09000008,Croydon,E12000007,London,"1750","1745","5",76.0000,"603",2.9000
E01001087,Croydon 003C,E02000196,Croydon 003,E09000008,Croydon,E12000007,London,"2195","2163","32",58.4000,"848",2.6000
E01001088,Croydon 004B,E02000197,Croydon 004,E09000008,Croydon,E12000007,London,"1709","1709","0",109.8000,"592",2.9000
E01001089,Croydon 004C,E02000197,Croydon 004,E09000008,Croydon,E12000007,London,"1907","1891","16",121.4000,"715",2.6000
E01001090,Croydon 004D,E02000197,Croydon 004,E09000008,Croydon,E12000007,London,"2287","2287","0",128.1000,"922",2.5000
E01001091,Croydon 004E,E02000197,Croydon 004,E09000008,Croydon,E12000007,London,"1585","1579","6",49.6000,"562",2.8000
E01001092,Croydon 037B,E02000230,Croydon 037,E09000008,Croydon,E12000007,London,"1777","1555","222",30.2000,"588",2.6000
E01001093,Croydon 037C,E02000230,Croydon 037,E09000008,Croydon,E12000007,London,"1738","1738","0",42.9000,"694",2.5000
E01001094,Croydon 038E,E02000231,Croydon 038,E09000008,Croydon,E12000007,London,"1585","1525","60",13.6000,"521",2.9000
E01001095,Croydon 031D,E02000224,Croydon 031,E09000008,Croydon,E12000007,London,"1468","1455","13",61.1000,"584",2.5000
E01001096,Croydon 037D,E02000230,Croydon 037,E09000008,Croydon,E12000007,London,"1534","1532","2",38.9000,"530",2.9000
E01001097,Croydon 037E,E02000230,Croydon 037,E09000008,Croydon,E12000007,London,"2103","2066","37",47.7000,"1059",2.0000
E01001098,Croydon 037F,E02000230,Croydon 037,E09000008,Croydon,E12000007,London,"1452","1432","20",30.3000,"515",2.8000
E01001099,Croydon 040D,E02000233,Croydon 040,E09000008,Croydon,E12000007,London,"1477","1477","0",69.7000,"586",2.5000
