LSOA11CD,crime_count,hotspot_5,hotspot_10,hotspot_15,hotspot_20,imd_score,imd_decile,ptal_score,pop_density,road_density,node_density
E01000836,53.0,0.0,0.0,0.0,0.0,5.562,10,4.10367,6519.5,44807.0,890.0
E01000837,184.0,0.0,0.0,0.0,0.0,10.214,8,5.18839,3270.7,36192.0,3112.0
E01000838,143.0,0.0,0.0,0.0,0.0,5.005,10,4.17723,2650.0,26365.0,837.0
E01000839,104.0,0.0,0.0,0.0,0.0,4.317,10,1.55032,5054.5,47158.0,3419.0
E01000840,132.0,0.0,0.0,0.0,0.0,10.385,8,3.12167,1870.1,29562.0,1455.0
E01000841,166.0,0.0,0.0,0.0,0.0,4.549,10,4.0552,4972.2,49193.0,3707.0
E01000842,210.0,0.0,0.0,0.0,0.0,8.523,9,12.1622,13625.1,34966.0,511.0
E01000843,254.0,0.0,0.0,0.0,0.0,13.567,7,13.1695,14357.7,69214.0,3204.0
E01000844,309.0,0.0,0.0,0.0,0.0,9.797,8,17.3376,14354.7,48505.0,1176.0
E01000845,491.0,0.0,0.0,0.0,0.0,11.305,7,11.618,12711.9,59227.0,1646.0
E01000846,280.0,0.0,0.0,0.0,0.0,22.13,4,10.2054,17569.5,75605.0,2363.0
E01000847,366.0,0.0,0.0,0.0,0.0,17.13,6,17.3803,16200.6,60109.0,2124.0
E01000848,318.0,0.0,0.0,0.0,0.0,6.035,9,13.2437,14717.5,40378.0,922.0
E01000849,298.0,0.0,0.0,0.0,0.0,7.694,9,17.436,17529.0,56520.0,2910.0
E01000850,2538.0,1.0,1.0,1.0,1.0,14.252,6,62.6618,7300.2,101664.0,4883.0
E01000851,1241.0,1.0,1.0,1.0,1.0,14.959,6,55.0582,11078.7,106335.0,5065.0
E01000852,,,,,,14.633,6,83.1544,,125206.0,5362.0
E01000853,868.0,0.0,1.0,1.0,1.0,30.826,3,73.1792,24017.1,86007.0,4087.0
E01000854,,,,,,15.832,6,67.7297,,104782.0,5944.0
E01000855,3014.0,1.0,1.0,1.0,1.0,14.66,6,63.19,4086.1,93861.0,5703.0
E01000856,994.0,0.0,1.0,1.0,1.0,31.404,3,42.4264,13403.5,85095.0,5226.0
E01000857,287.0,0.0,0.0,0.0,0.0,14.85,6,12.1124,17130.5,45225.0,2222.0
E01000858,1112.0,1.0,1.0,1.0,1.0,37.66,2,25.9939,8870.5,64930.0,4800.0
E01000859,487.0,0.0,0.0,0.0,0.0,7.224,9,11.7204,15103.3,38805.0,1343.0
E01000860,231.0,0.0,0.0,0.0,0.0,17.703,5,7.15373,5441.7,51440.0,1836.0
E01000861,1017.0,0.0,1.0,1.0,1.0,33.498,2,41.5854,11982.5,72970.0,3703.0
E01000862,987.0,0.0,1.0,1.0,1.0,10.864,8,21.9385,9911.8,37917.0,2327.0
E01000863,4320.0,1.0,1.0,1.0,1.0,34.37,2,43.6587,9150.7,42494.0,2950.0
E01000864,,,,,,17.932,5,7.84971,,64055.0,2744.0
E01000865,,,,,,13.236,7,17.2052,,49060.0,2931.0
E01000866,560.0,0.0,0.0,0.0,0.0,22.434,4,24.6208,13402.1,50626.0,2497.0
E01000867,445.0,0.0,0.0,0.0,0.0,28.4,3,35.5049,21458.6,84842.0,5655.0
E01000868,325.0,0.0,0.0,0.0,0.0,39.291,2,5.92594,20835.3,42889.0,2262.0
E01000869,501.0,0.0,0.0,0.0,0.0,22.144,4,14.1162,16995.6,56436.0,3179.0
E01000870,445.0,0.0,0.0,0.0,0.0,26.832,3,22.4492,12636.1,45687.0,1925.0
E01000871,342.0,0.0,0.0,0.0,0.0,14.237,7,9.91706,5411.5,47944.0,1150.0
E01000872,648.0,0.0,0.0,1.0,1.0,24.312,4,19.5099,11836.7,32871.0,646.0
E01000873,294.0,0.0,0.0,0.0,0.0,8.615,9,10.2418,12967.2,37576.0,459.0
E01000874,139.0,0.0,0.0,0.0,0.0,4.907,10,23.6788,17309.9,61545.0,1419.0
E01000875,373.0,0.0,0.0,0.0,0.0,21.838,4,19.1387,13407.3,48166.0,986.0
E01000876,356.0,0.0,0.0,0.0,0.0,29.94,3,15.0746,16472.6,47848.0,1013.0
E01000877,258.0,0.0,0.0,0.0,0.0,11.158,8,18.0408,13194.6,51275.0,1174.0
E01000878,227.0,0.0,0.0,0.0,0.0,5.647,10,14.2155,8922.4,25524.0,491.0
E01000879,269.0,0.0,0.0,0.0,0.0,5.877,10,18.5891,7332.2,36516.0,1134.0
E01000880,215.0,0.0,0.0,0.0,0.0,6.105,9,20.6078,6931.8,26535.0,848.0
E01000881,272.0,0.0,0.0,0.0,0.0,13.429,7,26.9112,9384.3,38983.0,605.0
E01000882,238.0,0.0,0.0,0.0,0.0,4.319,10,21.9953,11911.4,47907.0,1380.0
E01000883,450.0,0.0,0.0,0.0,0.0,9.536,8,31.3927,10733.1,41945.0,1801.0
E01000884,198.0,0.0,0.0,0.0,0.0,5.273,10,5.72284,6001.6,22041.0,390.0
E01000885,169.0,0.0,0.0,0.0,0.0,7.027,9,5.68296,4205.0,39550.0,2054.0
E01000886,259.0,0.0,0.0,0.0,0.0,9.126,8,12.5612,12887.6,51304.0,2003.0
E01000887,365.0,0.0,0.0,0.0,0.0,13.063,7,18.925,13903.9,67932.0,2545.0
E01000888,292.0,0.0,0.0,0.0,0.0,14.584,6,14.3022,15671.6,57209.0,1122.0
E01000889,294.0,0.0,0.0,0.0,0.0,30.868,3,12.6576,15089.5,61471.0,3021.0
E01000890,375.0,0.0,0.0,0.0,0.0,40.883,2,11.3929,17260.8,62825.0,3277.0
E01000891,470.0,0.0,0.0,0.0,0.0,38.283,2,11.0683,19136.6,60657.0,2277.0
E01000892,380.0,0.0,0.0,0.0,0.0,15.799,6,16.9827,14596.6,50267.0,2886.0
E01000893,276.0,0.0,0.0,0.0,0.0,5.314,10,4.60725,2608.9,37875.0,1151.0
E01000894,325.0,0.0,0.0,0.0,0.0,6.601,9,9.43746,5727.8,45627.0,1307.0
E01000895,542.0,0.0,0.0,0.0,0.0,8.367,9,13.906,15820.6,45953.0,1666.0
E01000896,302.0,0.0,0.0,0.0,0.0,5.734,10,15.3479,9516.9,44704.0,1892.0
E01000897,200.0,0.0,0.0,0.0,0.0,5.398,10,15.777,7878.8,34557.0,1221.0
E01000898,1006.0,0.0,1.0,1.0,1.0,11.81,7,19.3603,9302.1,40921.0,1552.0
E01000899,393.0,0.0,0.0,0.0,0.0,5.971,9,4.94096,1441.2,45583.0,2216.0
E01000900,450.0,0.0,0.0,0.0,0.0,26.042,4,16.8435,17005.0,53018.0,1636.0
E01000901,405.0,0.0,0.0,0.0,0.0,30.351,3,19.9858,18629.5,58306.0,3456.0
E01000902,290.0,0.0,0.0,0.0,0.0,36.241,2,14.9716,16813.3,44894.0,1798.0
E01000903,268.0,0.0,0.0,0.0,0.0,18.925,5,13.4116,13846.9,42762.0,1692.0
E01000904,885.0,0.0,1.0,1.0,1.0,24.584,4,28.539,17716.7,68263.0,4451.0
E01000905,515.0,0.0,0.0,0.0,0.0,38.075,2,20.7067,21765.4,59248.0,2732.0
E01000906,372.0,0.0,0.0,0.0,0.0,10.421,8,18.2211,10501.5,56145.0,3591.0
E01000907,324.0,0.0,0.0,0.0,0.0,33.796,2,13.7572,13834.0,74742.0,1714.0
E01000908,318.0,0.0,0.0,0.0,0.0,27.211,3,6.31415,8702.9,68358.0,2230.0
E01000909,270.0,0.0,0.0,0.0,0.0,11.771,7,8.16553,6776.0,46586.0,1374.0
E01000910,261.0,0.0,0.0,0.0,0.0,9.73,8,17.9521,10291.9,36614.0,1040.0
E01000911,215.0,0.0,0.0,0.0,0.0,16.959,6,19.6645,16322.4,44978.0,1385.0
E01000912,605.0,0.0,0.0,0.0,1.0,22.316,4,6.58256,1771.2,35231.0,1263.0
E01000913,940.0,0.0,1.0,1.0,1.0,9.279,8,3.64315,991.3,30144.0,1594.0
E01000914,3556.0,1.0,1.0,1.0,1.0,13.106,7,60.1685,3166.7,71442.0,4169.0
E01000915,756.0,0.0,0.0,1.0,1.0,23.058,4,50.4737,20647.8,74963.0,2417.0
E01000916,1267.0,1.0,1.0,1.0,1.0,19.491,5,55.1058,12586.6,51675.0,4162.0
E01000917,595.0,0.0,0.0,0.0,1.0,34.957,2,58.3439,22010.7,87210.0,4276.0
E01000918,2727.0,1.0,1.0,1.0,1.0,20.684,5,83.5067,10647.7,116626.0,6198.0
E01000919,3662.0,1.0,1.0,1.0,1.0,21.741,4,87.5882,9424.1,118685.0,9032.0
E01000920,722.0,0.0,0.0,1.0,1.0,15.017,6,43.1404,11986.7,58020.0,2792.0
E01000921,804.0,0.0,1.0,1.0,1.0,15.197,6,25.1522,15072.3,50396.0,1492.0
E01000922,784.0,0.0,1.0,1.0,1.0,21.717,4,22.4201,10047.1,46833.0,2438.0
E01000923,261.0,0.0,0.0,0.0,0.0,19.37,5,22.28,16943.8,41517.0,1275.0
E01000924,306.0,0.0,0.0,0.0,0.0,13.294,7,18.733,15961.3,64511.0,2698.0
E01000925,217.0,0.0,0.0,0.0,0.0,29.369,3,20.5869,18055.6,56411.0,3363.0
E01000926,313.0,0.0,0.0,0.0,0.0,17.412,6,18.2701,15896.3,55554.0,2135.0
E01000927,593.0,0.0,0.0,0.0,1.0,14.937,6,30.7341,15258.4,74513.0,3775.0
E01000928,757.0,0.0,0.0,1.0,1.0,20.295,5,20.2364,6784.2,48162.0,2322.0
E01000929,394.0,0.0,0.0,0.0,0.0,25.374,4,19.4136,19600.8,65190.0,1811.0
E01000930,1238.0,1.0,1.0,1.0,1.0,30.755,3,27.3387,17943.2,49023.0,2444.0
E01000931,1334.0,1.0,1.0,1.0,1.0,34.552,2,21.9324,13997.3,44043.0,1670.0
E01000932,282.0,0.0,0.0,0.0,0.0,20.043,5,25.2571,26626.3,57289.0,1302.0
E01000933,653.0,0.0,0.0,1.0,1.0,25.739,4,28.7906,16256.9,51862.0,2335.0
E01000934,330.0,0.0,0.0,0.0,0.0,35.446,2,16.2306,17370.8,42905.0,1502.0
E01000935,328.0,0.0,0.0,0.0,0.0,32.327,3,14.4791,25732.7,91938.0,3319.0
E01000936,,,,,,21.454,5,32.3907,,47307.0,2993.0
E01000937,479.0,0.0,0.0,0.0,0.0,14.324,6,51.5901,8909.2,52616.0,3339.0
E01000938,1077.0,1.0,1.0,1.0,1.0,33.666,2,73.2331,16666.7,54851.0,2382.0
E01000939,1218.0,1.0,1.0,1.0,1.0,39.074,2,82.7078,18433.1,67191.0,3452.0
E01000940,,,,,,19.688,5,57.595,,64767.0,3519.0
E01000941,373.0,0.0,0.0,0.0,0.0,38.035,2,71.9473,27534.6,86782.0,4991.0
E01000942,870.0,0.0,1.0,1.0,1.0,15.339,6,91.7288,13876.7,125589.0,6735.0
E01000943,717.0,0.0,0.0,1.0,1.0,19.812,5,78.3652,22642.9,117032.0,5944.0
E01000944,295.0,0.0,0.0,0.0,0.0,22.702,4,30.568,25111.5,95571.0,3958.0
E01000945,,,,,,29.491,3,58.5862,,74927.0,4216.0
E01000946,841.0,0.0,1.0,1.0,1.0,14.777,6,23.0251,3169.2,62896.0,2697.0
E01000947,1749.0,1.0,1.0,1.0,1.0,24.682,4,37.842,10679.5,70534.0,4923.0
E01000948,598.0,0.0,0.0,0.0,1.0,28.939,3,20.994,7778.3,46603.0,2027.0
E01000949,222.0,0.0,0.0,0.0,0.0,19.618,5,18.7654,25723.5,50800.0,1795.0
E01000950,,,,,,39.726,2,27.6479,,40292.0,2486.0
E01000951,217.0,0.0,0.0,0.0,0.0,34.249,2,35.5703,31929.5,58214.0,2193.0
E01000952,389.0,0.0,0.0,0.0,0.0,33.388,2,45.221,19436.8,47308.0,1805.0
E01000953,,,,,,37.205,2,45.0041,,69669.0,5107.0
E01000954,289.0,0.0,0.0,0.0,0.0,34.893,2,36.3043,31549.5,61865.0,2670.0
E01000955,374.0,0.0,0.0,0.0,0.0,33.231,3,63.7766,21079.8,52191.0,2353.0
E01000956,1234.0,1.0,1.0,1.0,1.0,33.601,2,83.8862,9477.3,83270.0,4751.0
E01000957,355.0,0.0,0.0,0.0,0.0,26.314,4,16.2338,11311.1,49773.0,2906.0
E01000958,1335.0,1.0,1.0,1.0,1.0,24.531,4,36.7298,12147.0,56365.0,3505.0
E01000959,413.0,0.0,0.0,0.0,0.0,39.028,2,42.9236,23101.1,84187.0,4891.0
E01000960,705.0,0.0,0.0,1.0,1.0,16.477,6,37.2568,16449.3,72461.0,3613.0
E01000961,392.0,0.0,0.0,0.0,0.0,22.612,4,28.8328,14974.9,68796.0,4579.0
E01000962,181.0,0.0,0.0,0.0,0.0,6.05,9,28.1847,16106.5,57710.0,1651.0
E01000963,804.0,0.0,1.0,1.0,1.0,8.751,8,26.8844,9963.7,53874.0,2031.0
E01000964,248.0,0.0,0.0,0.0,0.0,17.855,5,36.0696,13708.4,28422.0,900.0
E01000965,376.0,0.0,0.0,0.0,0.0,17.42,6,26.5335,15990.7,46434.0,1060.0
E01000966,168.0,0.0,0.0,0.0,0.0,6.968,9,21.1491,12442.2,29484.0,588.0
E01000967,239.0,0.0,0.0,0.0,0.0,9.325,8,7.65545,4136.0,31249.0,1155.0
E01000968,247.0,0.0,0.0,0.0,0.0,14.268,6,27.5282,18046.7,39156.0,1377.0
E01000969,557.0,0.0,0.0,0.0,0.0,6.278,9,26.6359,10971.2,29620.0,1120.0
E01000970,245.0,0.0,0.0,0.0,0.0,10.284,8,22.4513,20465.1,68940.0,1812.0
E01000971,171.0,0.0,0.0,0.0,0.0,7.866,9,16.8373,16475.7,37250.0,672.0
E01000972,896.0,0.0,1.0,1.0,1.0,27.096,3,28.7901,13982.9,62047.0,2911.0
E01000973,897.0,0.0,1.0,1.0,1.0,20.581,5,28.3065,10883.6,45297.0,1744.0
E01000974,453.0,0.0,0.0,0.0,0.0,25.094,4,23.2694,13850.2,32373.0,814.0
E01000975,467.0,0.0,0.0,0.0,0.0,17.721,5,47.5401,12374.7,37359.0,1434.0
E01000976,654.0,0.0,0.0,1.0,1.0,25.791,4,17.6807,13099.0,39953.0,940.0
E01000977,453.0,0.0,0.0,0.0,0.0,28.332,3,16.394,11224.7,36936.0,546.0
E01000978,310.0,0.0,0.0,0.0,0.0,20.55,5,17.8068,11011.5,27964.0,944.0
E01000979,404.0,0.0,0.0,0.0,0.0,17.568,6,35.4789,13430.1,54971.0,1333.0
E01000980,245.0,0.0,0.0,0.0,0.0,26.51,4,5.00434,10324.6,48165.0,265.0
E01000981,290.0,0.0,0.0,0.0,0.0,13.993,7,11.3124,10117.0,40024.0,800.0
E01000982,270.0,0.0,0.0,0.0,0.0,18.644,5,5.57008,12300.9,41373.0,726.0
E01000983,336.0,0.0,0.0,0.0,0.0,13.494,7,12.1659,11645.3,38430.0,717.0
E01000984,326.0,0.0,0.0,0.0,0.0,30.644,3,9.66633,11049.9,40174.0,1054.0
E01000985,216.0,0.0,0.0,0.0,0.0,8.729,8,6.61153,3816.3,29462.0,861.0
E01000986,416.0,0.0,0.0,0.0,0.0,13.043,7,12.0438,5449.0,26347.0,398.0
E01000987,214.0,0.0,0.0,0.0,0.0,9.378,8,12.2564,8466.3,31146.0,307.0
E01000989,154.0,0.0,0.0,0.0,0.0,12.449,7,2.73496,6666.7,36112.0,1552.0
E01000990,333.0,0.0,0.0,0.0,0.0,40.278,2,8.96779,8547.6,48365.0,1204.0
E01000991,182.0,0.0,0.0,0.0,0.0,8.842,8,1.70561,3892.9,31535.0,1419.0
E01000992,494.0,0.0,0.0,0.0,0.0,32.164,3,7.71603,3786.8,25665.0,674.0
E01000993,327.0,0.0,0.0,0.0,0.0,12.212,7,15.1917,10048.7,36026.0,441.0
E01000994,302.0,0.0,0.0,0.0,0.0,19.762,5,5.78846,9060.4,34709.0,843.0
E01000995,402.0,0.0,0.0,0.0,0.0,20.555,5,5.73622,11952.6,47658.0,958.0
E01000996,157.0,0.0,0.0,0.0,0.0,19.945,5,7.88526,12633.1,51811.0,1114.0
E01000997,289.0,0.0,0.0,0.0,0.0,22.343,4,14.9387,14088.3,67935.0,1750.0
E01000998,526.0,0.0,0.0,0.0,0.0,32.577,3,15.261,10756.5,52228.0,1373.0
E01000999,212.0,0.0,0.0,0.0,0.0,22.777,4,9.77532,13579.5,37600.0,558.0
E01001000,429.0,0.0,0.0,0.0,0.0,28.215,3,16.508,9646.7,33883.0,1046.0
E01001001,430.0,0.0,0.0,0.0,0.0,37.455,2,14.5739,11604.9,44895.0,1202.0
E01001002,197.0,0.0,0.0,0.0,0.0,22.163,4,11.9305,13757.0,37364.0,866.0
E01001003,249.0,0.0,0.0,0.0,0.0,24.98,4,10.512,10166.5,35336.0,678.0
E01001004,478.0,0.0,0.0,0.0,0.0,26.942,3,6.5655,14001.3,47181.0,2467.0
E01001005,538.0,0.0,0.0,0.0,0.0,23.204,4,16.5447,18919.2,64250.0,1564.0
E01001006,647.0,0.0,0.0,1.0,1.0,30.661,3,7.39707,6128.0,56773.0,2012.0
E01001007,271.0,0.0,0.0,0.0,0.0,18.879,5,8.63286,13333.3,47515.0,978.0
E01001008,463.0,0.0,0.0,0.0,0.0,30.401,3,8.70143,9075.1,42042.0,884.0
E01001009,388.0,0.0,0.0,0.0,0.0,23.746,4,11.6571,17864.0,43378.0,602.0
E01001010,959.0,0.0,1.0,1.0,1.0,41.778,2,8.46356,2332.6,42199.0,1637.0
E01001011,1036.0,0.0,1.0,1.0,1.0,30.871,3,21.9286,18896.2,44569.0,1384.0
E01001012,898.0,0.0,1.0,1.0,1.0,37.546,2,35.5055,14695.2,27979.0,1234.0
E01001013,2228.0,1.0,1.0,1.0,1.0,46.101,1,39.6243,11041.2,58294.0,2576.0
E01001014,,,,,,30.289,3,24.7603,,42847.0,2066.0
E01001015,307.0,0.0,0.0,0.0,0.0,24.292,4,6.22204,3725.0,30945.0,549.0
E01001016,305.0,0.0,0.0,0.0,0.0,14.363,6,3.89668,1677.6,18151.0,506.0
E01001017,145.0,0.0,0.0,0.0,0.0,8.041,9,1.37466,1226.0,31247.0,734.0
E01001018,188.0,0.0,0.0,0.0,0.0,6.431,9,2.04846,1735.2,21549.0,461.0
E01001019,149.0,0.0,0.0,0.0,0.0,5.448,10,3.36328,2440.2,26843.0,467.0
E01001020,244.0,0.0,0.0,0.0,0.0,8.448,9,4.67434,4582.8,31829.0,721.0
E01001021,269.0,0.0,0.0,0.0,0.0,35.481,2,1.14617,664.3,22194.0,674.0
E01001022,145.0,0.0,0.0,0.0,0.0,9.338,8,1.60887,1485.7,21517.0,581.0
E01001023,656.0,0.0,0.0,1.0,1.0,23.385,4,10.4685,4540.0,43155.0,1571.0
E01001024,139.0,0.0,0.0,0.0,0.0,8.874,8,8.51651,4802.9,37262.0,960.0
E01001025,119.0,0.0,0.0,0.0,0.0,6.227,9,6.14325,5914.1,29381.0,369.0
E01001026,189.0,0.0,0.0,0.0,0.0,12.713,7,5.27346,6788.2,31478.0,467.0
E01001027,248.0,0.0,0.0,0.0,0.0,10.503,8,2.24387,2013.1,20199.0,718.0
E01001028,215.0,0.0,0.0,0.0,0.0,6.172,9,2.08379,1898.2,16040.0,185.0
E01001029,304.0,0.0,0.0,0.0,0.0,14.98,6,9.23043,3440.7,25114.0,725.0
E01001030,148.0,0.0,0.0,0.0,0.0,7.277,9,5.9164,3468.5,16804.0,303.0
E01001031,141.0,0.0,0.0,0.0,0.0,6.872,9,4.79156,3624.6,21690.0,467.0
E01001032,159.0,0.0,0.0,0.0,0.0,3.765,10,2.77842,2407.2,23019.0,570.0
E01001033,413.0,0.0,0.0,0.0,0.0,14.464,6,9.35754,5591.3,34537.0,775.0
E01001034,227.0,0.0,0.0,0.0,0.0,14.826,6,8.50363,5389.5,25126.0,433.0
E01001035,261.0,0.0,0.0,0.0,0.0,18.386,5,13.8659,8520.4,26132.0,933.0
E01001036,257.0,0.0,0.0,0.0,0.0,11.983,7,5.14987,1914.9,18573.0,493.0
E01001037,457.0,0.0,0.0,0.0,0.0,20.404,5,20.9699,9814.7,40168.0,1259.0
E01001038,304.0,0.0,0.0,0.0,0.0,18.538,5,11.1825,9397.5,37137.0,1050.0
E01001039,138.0,0.0,0.0,0.0,0.0,8.629,8,3.77248,3399.0,34945.0,741.0
E01001040,363.0,0.0,0.0,0.0,0.0,15.153,6,12.3905,8857.4,34793.0,661.0
E01001041,397.0,0.0,0.0,0.0,0.0,21.138,5,9.03691,8653.0,32578.0,520.0
E01001042,1301.0,1.0,1.0,1.0,1.0,36.634,2,36.4641,10412.3,55801.0,3219.0
E01001043,,,,,,31.45,3,53.9885,,69412.0,3472.0
E01001044,265.0,0.0,0.0,0.0,0.0,10.209,8,7.24152,4648.2,32548.0,1235.0
E01001045,,,,,,35.775,2,60.7208,,43302.0,2198.0
E01001046,187.0,0.0,0.0,0.0,0.0,9.773,8,20.2095,9826.5,38628.0,995.0
E01001047,489.0,0.0,0.0,0.0,0.0,22.051,4,22.8577,9538.0,67696.0,2289.0
E01001048,,,,,,28.921,3,60.9067,,37680.0,1865.0
E01001049,253.0,0.0,0.0,0.0,0.0,12.324,7,4.71877,1037.5,21647.0,777.0
E01001050,184.0,0.0,0.0,0.0,0.0,22.047,4,39.7709,11071.7,56287.0,2100.0
E01001051,319.0,0.0,0.0,0.0,0.0,39.057,2,6.96127,6273.0,85000.0,5786.0
E01001052,298.0,0.0,0.0,0.0,0.0,42.12,2,5.23147,9060.6,65506.0,3607.0
E01001053,259.0,0.0,0.0,0.0,0.0,32.404,3,8.99229,6926.4,71371.0,5726.0
E01001054,375.0,0.0,0.0,0.0,0.0,34.919,2,11.4463,7402.5,80115.0,5877.0
E01001055,263.0,0.0,0.0,0.0,0.0,38.85,2,7.5247,5375.4,66147.0,5261.0
E01001056,289.0,0.0,0.0,0.0,0.0,37.89,2,8.14277,11664.5,83979.0,6684.0
E01001057,392.0,0.0,0.0,0.0,0.0,40.503,2,10.4083,12987.7,94124.0,6824.0
E01001058,120.0,0.0,0.0,0.0,0.0,11.624,7,4.61493,6888.7,50035.0,1361.0
E01001059,164.0,0.0,0.0,0.0,0.0,15.24,6,4.41691,7869.9,46898.0,1632.0
E01001060,214.0,0.0,0.0,0.0,0.0,20.543,5,2.61159,1066.3,17561.0,1083.0
E01001061,246.0,0.0,0.0,0.0,0.0,23.65,4,3.65065,3573.6,42123.0,1373.0
E01001062,398.0,0.0,0.0,0.0,0.0,9.874,8,4.77354,1215.2,14656.0,568.0
E01001063,224.0,0.0,0.0,0.0,0.0,6.864,9,6.27467,4819.5,34223.0,816.0
E01001064,413.0,0.0,0.0,0.0,0.0,12.837,7,3.8942,463.6,17814.0,814.0
E01001065,490.0,0.0,0.0,0.0,0.0,15.885,6,7.73385,1126.9,23671.0,960.0
E01001066,232.0,0.0,0.0,0.0,0.0,38.911,2,2.20907,8914.1,65188.0,1580.0
E01001067,143.0,0.0,0.0,0.0,0.0,6.996,9,2.15772,2414.2,24802.0,610.0
E01001068,248.0,0.0,0.0,0.0,0.0,17.303,6,3.55486,2383.8,25491.0,600.0
E01001069,105.0,0.0,0.0,0.0,0.0,9.762,8,3.46202,3427.6,28016.0,569.0
E01001070,251.0,0.0,0.0,0.0,0.0,14.452,6,1.77365,3376.2,25234.0,541.0
E01001071,198.0,0.0,0.0,0.0,0.0,12.944,7,3.236,2534.1,20277.0,643.0
E01001072,150.0,0.0,0.0,0.0,0.0,8.211,9,0.191141,683.8,16787.0,489.0
E01001073,214.0,0.0,0.0,0.0,0.0,16.333,6,7.29668,4694.9,25793.0,520.0
E01001074,340.0,0.0,0.0,0.0,0.0,18.325,5,8.73726,4812.3,26904.0,924.0
E01001075,211.0,0.0,0.0,0.0,0.0,11.58,7,5.34083,3645.1,40631.0,669.0
E01001076,807.0,0.0,1.0,1.0,1.0,36.214,2,7.85997,4857.2,83104.0,7036.0
E01001077,157.0,0.0,0.0,0.0,0.0,18.542,5,11.1982,7322.7,79430.0,8402.0
E01001078,380.0,0.0,0.0,0.0,0.0,36.004,2,10.7452,3872.7,75281.0,6672.0
E01001079,387.0,0.0,0.0,0.0,0.0,33.984,2,5.73502,5330.3,59348.0,5214.0
E01001080,350.0,0.0,0.0,0.0,0.0,49.591,1,8.82638,6774.9,107545.0,8301.0
E01001081,338.0,0.0,0.0,0.0,0.0,34.64,2,4.15227,3233.8,51358.0,3618.0
E01001082,288.0,0.0,0.0,0.0,0.0,33.023,3,6.28667,2807.2,41583.0,2946.0
E01001083,178.0,0.0,0.0,0.0,0.0,13.37,7,8.44081,5009.3,29472.0,419.0
E01001084,341.0,0.0,0.0,0.0,0.0,13.991,7,4.72448,3228.0,27035.0,1054.0
E01001085,462.0,0.0,0.0,0.0,0.0,18.622,5,15.3249,9395.3,48019.0,1174.0
E01001086,273.0,0.0,0.0,0.0,0.0,16.705,6,6.09406,7516.3,53184.0,1137.0
E01001087,931.0,0.0,1.0,1.0,1.0,23.96,4,13.2258,7527.9,28161.0,731.0
E01001088,241.0,0.0,0.0,0.0,0.0,16.133,6,4.84786,10776.6,49337.0,1000.0
E01001089,531.0,0.0,0.0,0.0,0.0,28.744,3,12.7121,11368.6,59413.0,951.0
E01001090,423.0,0.0,0.0,0.0,0.0,23.381,4,10.9367,12743.6,40980.0,878.0
E01001091,321.0,0.0,0.0,0.0,0.0,15.404,6,3.0854,4932.7,32884.0,1220.0
E01001092,277.0,0.0,0.0,0.0,0.0,19.832,5,5.93937,3284.6,32619.0,936.0
E01001093,204.0,0.0,0.0,0.0,0.0,11.683,7,8.85416,4425.0,37669.0,1001.0
E01001094,242.0,0.0,0.0,0.0,0.0,8.462,9,2.05585,1405.8,14946.0,286.0
E01001095,316.0,0.0,0.0,0.0,0.0,16.293,6,10.7356,6375.0,41960.0,648.0
E01001096,122.0,0.0,0.0,0.0,0.0,7.102,9,4.41719,3744.6,28327.0,455.0
E01001097,1416.0,1.0,1.0,1.0,1.0,22.424,4,17.5554,5417.2,38615.0,1164.0
E01001098,162.0,0.0,0.0,0.0,0.0,7.535,9,3.26602,3071.5,25250.0,293.0
E01001099,199.0,0.0,0.0,0.0,0.0,19.716,5,5.5911,7457.5,62915.0,864.0
E01001100,127.0,0.0,0.0,0.0,0.0,8.833,8,9.60498,6212.0,32107.0,629.0
E01001101,91.0,0.0,0.0,0.0,0.0,5.124,10,1.46314,2616.1,19991.0,343.0
E01001102,155.0,0.0,0.0,0.0,0.0,7.129,9,3.41913,2378.0,20845.0,639.0
E01001103,187.0,0.0,0.0,0.0,0.0,7.187,9,2.02801,2217.5,21665.0,394.0
E01001104,166.0,0.0,0.0,0.0,0.0,5.761,10,1.96121,980.7,13606.0,318.0
E01001105,194.0,0.0,0.0,0.0,0.0,20.775,5,1.46731,1757.7,17725.0,309.0
E01001106,221.0,0.0,0.0,0.0,0.0,12.55,7,2.00879,3487.2,22583.0,487.0
E01001107,143.0,0.0,0.0,0.0,0.0,7.039,9,2.94006,2208.2,23083.0,548.0
E01001108,128.0,0.0,0.0,0.0,0.0,5.129,10,2.22322,3283.1,27586.0,519.0
E01001109,755.0,0.0,0.0,1.0,1.0,32.11,3,8.95654,4988.3,22647.0,654.0
E01001110,641.0,0.0,0.0,0.0,1.0,43.021,2,28.3125,13941.6,42555.0,1586.0
E01001111,619.0,0.0,0.0,0.0,1.0,28.48,3,16.9747,8571.4,37864.0,588.0
E01001112,356.0,0.0,0.0,0.0,0.0,30.378,3,10.6505,5668.9,25424.0,707.0
E01001113,518.0,0.0,0.0,0.0,0.0,28.381,3,15.5807,11391.3,43398.0,980.0
E01001114,492.0,0.0,0.0,0.0,0.0,41.451,2,14.3506,8459.4,46835.0,1096.0
